TipoVeiculo,Valor,Marca,Modelo,AnoModelo,Combustivel,CodigoFipe,MesReferencia,SiglaCombustivel
1,"R$ 198.008,00",Wake,Cross TSI 1.0 TB 12V Flex Mec.,2026,Flex,074003-9,março de 2026,F
