TipoVeiculo,Valor,Marca,Modelo,AnoModelo,Combustivel,CodigoFipe,MesReferencia,SiglaCombustivel
1,"R$ 7.507,00",Daihatsu,Charade Sedan 1.5/DLX 1.3,1995,Gasolina,012001-4,março de 2026,G
